id,agenda_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked
116843,56957,2025-05-29,605000,5,No disponible,-605
,56957,2025-09-27,415000,5,No disponible,415
116845,56957,2025-06-06,545000,5,No disponible,545
116846,64259,2025-01-29,,8,No disponible,416
116847,65953,2025-06-23,-525000,3,No disponible,525
116848,,2025-09-12,48000,3,No disponible,24
116849,65953,2025-10-13,,3,No disponible,
,65953,2026-01-12,132000,3,No disponible,132
116852,65953,,54000,3,No disponible,-54
116854,65953,2026-02-09,,3,No disponible,564
134640,56070,2025-01-13,216000,3,,216
116860,,2025-06-11,770000,10,No disponible,770
116861,,2025-01-21,1908000,6,No disponible,1908
116862,55909,2025-01-23,1932000,6,No disponible,
116863,55909,,510000,6,No disponible,510
,55909,2025-01-24,546000,6,No disponible,546
116867,55909,2025-03-02,246000,6,No disponible,-246
,55909,2025-04-04,330000,6,No disponible,330
116869,55909,2025-03-11,234000,6,,234
116870,55909,2025-01-13,-522000,6,No disponible,522
116874,66196,2025-05-13,,5,No disponible,25
116876,66196,2025-07-02,-195000,5,No disponible,195
116878,65088,2025-05-05,336000,6,No disponible,336
116879,65088,2025-02-14,90000,6,No disponible,30
116880,65088,2025-01-16,-324000,6,No disponible,324
116881,65088,2026-05-31,462000,6,No disponible,462
116882,,2025-04-23,84000,6,No disponible,84
116883,,2026-03-01,3450000,6,No disponible,690
116884,65088,2025-09-08,540000,6,No disponible,540
,65088,2026-04-24,492000,6,No disponible,492
,65088,2026-07-23,492000,6,No disponible,492
,65088,2026-07-11,30000,6,No disponible,30
116889,55977,2026-02-27,214000,2,,214
,55977,2026-05-19,39000,2,No disponible,26
116892,55977,,74000,2,,74
116895,55977,2025-05-17,,2,No disponible,186
116905,66582,2025-04-26,384000,6,No disponible,384
116906,66582,2025-03-08,218000,6,No disponible,654
116907,66582,2025-05-21,96000,6,No disponible,96
,55774,2025-12-29,404000,2,No disponible,404
116909,62697,2025-03-31,3976000,8,No disponible,-3976
116910,62697,2025-05-17,2528000,8,No disponible,2528
116911,62697,2025-05-31,1200000,8,No disponible,1200
,65352,2025-01-31,65000,1,No disponible,65
116915,65352,,14000,1,No disponible,14
116916,65342,2025-06-22,-531000,9,No disponible,531
116917,65342,,1116000,9,,279
116918,65342,2025-03-05,558000,9,No disponible,
116919,65342,2025-01-26,711000,9,,-711
116920,65342,2026-04-13,,9,No disponible,261
,65342,2025-05-06,1674000,9,No disponible,-1674
116924,65342,,666000,9,No disponible,666
116926,65342,2025-03-28,396000,,No disponible,396
116927,58352,2025-01-05,1080000,9,No disponible,1080
116928,58352,2025-01-06,196000,9,No disponible,252
116929,58352,2025-01-17,756000,9,No disponible,756
116930,58352,2025-01-09,594000,,No disponible,594
116931,58352,2025-01-05,837000,9,No disponible,837
116932,58352,2025-01-07,99000,,No disponible,99
116933,58352,2025-01-21,180000,9,No disponible,180
116934,58352,2025-01-06,432000,9,No disponible,432
,58352,2025-01-03,1071000,9,No disponible,1071
116936,59954,2025-09-11,159000,1,No disponible,159
,59954,2025-05-12,318000,,No disponible,106
116938,59954,2025-11-01,36000,1,No disponible,36
116939,59954,2025-05-18,63000,1,No disponible,63
116940,59954,,142000,1,No disponible,142
116941,59954,2025-10-01,103000,1,No disponible,103
116942,56420,2026-09-19,1340000,10,,1340
116944,63898,2025-01-16,572000,4,No disponible,
,63898,2025-02-12,944000,4,No disponible,
116954,64385,2025-03-14,-462000,3,No disponible,462
116981,66202,2025-06-13,328000,,No disponible,328
116958,,2025-05-07,102000,,No disponible,102
116959,64385,2025-11-14,255000,3,No disponible,
,56772,2025-11-07,516000,4,No disponible,516
116963,56772,2025-11-05,42000,4,No disponible,168
116964,56772,2025-03-09,376000,4,No disponible,376
116965,56772,2025-06-25,408000,4,No disponible,408
116968,62651,2025-08-14,102000,,No disponible,
116969,62651,2025-10-01,-414000,6,No disponible,414
116970,61622,2025-05-16,936000,8,No disponible,936
116971,61622,2025-10-17,132000,8,No disponible,352
116972,,2025-02-17,344000,8,,
116973,61622,2025-03-19,672000,8,No disponible,672
116974,61622,2025-05-31,544000,8,No disponible,544
116975,61622,2025-08-08,3440000,8,No disponible,688
116976,61622,2025-03-04,192000,8,No disponible,192
116977,61622,2025-02-19,752000,8,No disponible,752
116978,61622,2025-09-24,576000,8,No disponible,576
116979,61622,2025-05-17,216000,8,No disponible,216
116982,65612,2025-01-04,-1280000,8,,1280
116984,60434,2025-01-20,,9,No disponible,1413
116989,62279,2025-01-01,-786000,7,No disponible,917
116990,,2025-01-02,315000,7,No disponible,315
,62279,2025-01-04,630000,7,No disponible,630
116993,62279,,-154000,7,No disponible,154
116994,62279,2025-01-10,434000,7,,434
116995,62279,2025-01-09,798000,7,No disponible,-798
116996,62918,2025-03-24,128000,2,No disponible,-128
116997,62918,2025-02-20,744000,2,,248
116998,62918,2025-03-26,180000,2,No disponible,180
116999,62918,2025-04-01,162000,2,No disponible,162
117000,62918,2025-03-24,192000,2,No disponible,192
117001,62918,2025-01-17,178000,2,No disponible,178
117002,62918,2025-03-09,100000,2,No disponible,100
117003,62918,2025-04-05,280000,2,No disponible,280
117004,62918,2025-03-06,84000,2,No disponible,24
117005,62918,2025-02-28,,2,No disponible,128
117006,62918,2025-01-02,80000,2,No disponible,80
117007,62918,,124000,2,No disponible,124
117010,62918,2025-01-24,48000,2,No disponible,48
117012,59150,2025-01-30,-756000,10,No disponible,1260
117013,59150,2025-01-05,,10,No disponible,230
117014,,2025-05-13,730000,10,No disponible,730
117015,59150,2025-03-19,,10,No disponible,750
117021,57487,2026-07-28,176000,4,,176
117025,62911,2025-02-10,999000,9,,999
117026,65072,2025-11-27,832000,8,No disponible,
117027,65072,2025-12-19,576000,8,No disponible,-576
,65072,2025-03-18,1632000,8,No disponible,544
117029,65072,,496000,8,No disponible,496
117030,65072,2025-04-26,48000,,No disponible,48
117031,60362,2025-01-24,,2,No disponible,230
117032,60362,2025-02-06,448000,2,No disponible,224
117033,60362,2025-01-04,,2,No disponible,48
117034,62847,2025-01-16,204000,3,No disponible,
117035,62847,,501000,3,No disponible,501
117037,62847,2025-11-29,243000,3,No disponible,-243
,62847,2025-08-21,2220000,3,No disponible,444
117041,62847,2025-08-20,192000,3,No disponible,-192
117043,62847,2025-11-21,84000,3,No disponible,-84
117044,65356,2025-03-10,204000,2,,204
117045,65356,2025-03-24,392000,2,No disponible,392
117046,61565,2025-01-25,402000,3,No disponible,402
117047,61565,2025-01-22,1380000,3,No disponible,276
117048,61565,2025-01-03,114000,3,No disponible,114
117049,,2025-02-11,153000,3,No disponible,153
117050,61565,2025-04-09,252000,3,No disponible,252
117051,61565,2025-03-08,186000,3,No disponible,186
,61565,2025-03-19,876000,3,,876
117053,61565,2025-03-24,264000,3,No disponible,66
117054,61565,2025-01-02,216000,3,No disponible,216
117055,61565,2025-02-20,132000,3,No disponible,132
117056,61565,2025-04-12,195000,3,No disponible,-195
117057,61565,2025-02-25,486000,3,No disponible,486
117058,61565,2025-01-27,,,No disponible,48
117059,61565,2025-02-27,150000,3,No disponible,150
117060,61565,2025-01-01,132000,3,No disponible,132
117061,61565,2025-03-31,300000,3,No disponible,300
117062,61565,2025-04-13,165000,3,No disponible,165
117063,61565,2025-02-06,45000,3,No disponible,45
117064,61565,2025-01-11,243000,3,No disponible,243
117065,64560,2025-12-07,605000,5,No disponible,605
117066,64560,2025-08-07,130000,5,,130
117067,64560,2025-08-05,260000,5,,260
117068,64560,2025-01-22,465000,5,,465
117069,64560,2025-03-19,80000,5,No disponible,80
117070,64560,2025-12-01,405000,,No disponible,405
117072,59544,2026-07-03,56000,7,No disponible,
117073,59544,,574000,7,No disponible,574
117074,59544,2026-08-13,1050000,,No disponible,1050
117075,59687,2025-02-16,2440000,10,No disponible,
117076,59687,2025-08-12,812000,10,No disponible,1160
117077,59687,2025-07-08,420000,10,No disponible,420
117078,59687,2025-07-16,750000,10,No disponible,750
117079,59687,2025-05-14,620000,10,No disponible,620
117080,59687,2025-06-21,180000,10,No disponible,180
117081,59687,2025-01-22,100000,10,No disponible,-100
117082,59687,2025-07-07,-860000,10,No disponible,860
117083,,2025-06-09,3180000,10,No disponible,3180
134641,56070,2025-05-21,,3,No disponible,228
117084,65743,2025-04-11,864000,8,No disponible,-864
117085,65743,2025-02-26,1056000,8,No disponible,-528
117087,65743,2025-03-22,512000,8,,512
117090,,2025-04-21,560000,,No disponible,-560
117092,65743,2025-01-14,288000,8,No disponible,-288
117096,65743,2025-01-28,488000,8,,488
117099,65743,2025-04-07,632000,8,No disponible,-632
117100,64519,2025-02-27,470000,5,No disponible,
117102,,2025-02-01,990000,5,No disponible,990
117103,63667,2025-04-30,880000,5,No disponible,880
117104,63667,2025-05-09,965000,5,No disponible,965
117105,63667,2025-05-22,51000,5,No disponible,85
117106,63667,2025-02-25,70000,5,No disponible,70
117107,63667,2025-05-29,250000,5,No disponible,250
117108,63667,2025-02-23,620000,5,No disponible,620
117114,55796,2025-01-09,108000,,No disponible,108
117116,55796,,-46000,2,No disponible,46
117117,55796,,188000,2,No disponible,188
,55796,2025-02-01,,2,No disponible,122
117128,58683,2025-05-19,-246000,3,No disponible,246
117129,58683,2026-02-21,81000,3,No disponible,
,58683,,378000,3,No disponible,-378
117134,58683,2025-06-23,-96000,3,No disponible,96
117136,58683,,102000,3,No disponible,102
117138,58683,,192000,3,No disponible,192
117139,65032,,,4,,324
117141,65032,2025-05-25,668000,,No disponible,668
117142,57359,,62000,1,No disponible,62
117144,63463,2025-01-06,,8,No disponible,-496
117146,62824,2025-09-07,180000,,No disponible,90
,62824,2025-08-25,410000,10,No disponible,410
117148,63497,2025-09-08,1862000,7,No disponible,1862
117149,,2025-12-26,635000,7,No disponible,889
,63497,,,7,No disponible,336
117151,63497,2026-08-21,532000,7,No disponible,532
117152,63497,2025-05-19,385000,7,No disponible,385
117153,63497,2025-03-27,385000,7,No disponible,385
117154,63497,2026-10-10,2205000,7,No disponible,2205
117157,65205,2026-04-27,1840000,5,No disponible,-460
,,2025-05-09,245000,5,No disponible,245
117159,65205,2025-03-31,475000,5,,475
117161,,2025-04-09,280000,2,No disponible,280
117166,59442,2025-02-19,74000,,No disponible,74
117168,59442,2025-04-08,,2,No disponible,178
117169,59442,2025-01-26,308000,2,No disponible,-308
117170,56761,,2898000,7,,2898
117171,56761,2025-09-04,1904000,7,No disponible,952
117172,56761,2025-02-12,560000,,No disponible,560
117173,56761,2025-07-08,987000,7,No disponible,987
117174,56761,2025-11-13,1071000,7,No disponible,357
117175,56761,2025-08-14,406000,7,No disponible,406
117176,56761,2025-04-20,560000,7,No disponible,560
,59784,2025-04-10,6000,9,No disponible,54
117181,62285,2025-01-18,-176000,1,No disponible,176
117182,62285,2025-02-10,910000,1,,130
117183,62285,2025-02-06,,1,No disponible,25
,62285,2025-01-02,-28000,1,No disponible,28
117188,62285,,34000,1,No disponible,34
,61049,,4960000,10,No disponible,4960
117190,64431,2025-04-14,,5,No disponible,220
117191,64431,2025-06-01,445000,5,No disponible,-445
117192,64431,2025-06-20,-1025000,5,No disponible,1025
117194,64431,2025-04-23,25000,,,25
117195,,2025-03-10,265000,5,No disponible,265
,56618,2025-11-23,72000,1,No disponible,72
117204,56618,2025-12-04,32000,1,No disponible,
117206,,2025-03-31,50000,1,No disponible,50
117210,56618,,-15000,1,No disponible,15
,56618,2025-11-13,36000,1,No disponible,
117214,,2025-04-18,67000,1,No disponible,67
117215,,2025-01-04,74000,1,No disponible,74
117217,,2025-03-26,10000,1,No disponible,
117218,56618,2025-11-06,,,No disponible,65
117219,56618,2025-11-27,61000,1,No disponible,-61
117220,56618,2025-08-04,28000,,No disponible,28
,56618,2025-04-01,21000,1,No disponible,21
117223,63807,2025-05-20,416000,4,No disponible,
117224,63807,2025-07-16,,4,No disponible,128
117227,63807,2026-03-15,44000,,No disponible,44
117230,63807,2025-06-27,,4,No disponible,28
117239,64636,2025-01-18,9000,6,No disponible,-54
117243,64636,2025-01-04,474000,6,No disponible,-474
117249,63416,2025-02-28,-110000,9,No disponible,990
,61157,2025-10-11,168000,1,No disponible,168
,61157,,139000,1,No disponible,139
117252,61157,2025-12-17,132000,1,No disponible,22
117253,61157,2025-08-20,54000,1,No disponible,54
117254,61157,2025-03-24,24000,1,No disponible,24
117255,61157,2025-05-18,48000,1,,48
117256,61157,2026-06-12,93000,1,No disponible,93
117257,61157,2025-06-23,96000,1,No disponible,96
117259,60520,,,2,No disponible,386
117260,60520,,516000,2,No disponible,172
117261,60520,2025-06-08,106000,2,,106
117262,60520,2025-05-07,60000,2,No disponible,60
117263,60520,2025-06-15,18000,2,No disponible,18
117264,60520,2025-06-13,134000,2,,134
117265,60520,2025-06-07,150000,2,No disponible,
117266,60520,,-242000,,No disponible,242
,62413,2025-01-15,1020000,10,No disponible,1020
117268,62413,2025-06-01,1240000,10,No disponible,310
117269,62413,2025-02-13,390000,10,No disponible,390
117270,62413,,230000,10,No disponible,230
117271,62413,2025-11-19,120000,10,No disponible,120
117272,,2025-02-24,1120000,10,No disponible,1120
117273,63407,,60000,,No disponible,60
117282,59333,,160000,5,No disponible,160
117283,59333,2025-03-03,,5,No disponible,440
,60500,2025-02-27,344000,,No disponible,
117286,60500,2025-03-07,,4,No disponible,188
117287,60500,,336000,4,No disponible,336
117291,60500,2025-01-17,336000,,No disponible,336
117292,60500,2025-02-12,84000,4,No disponible,
117293,,2025-03-02,480000,4,No disponible,480
117295,60500,2025-02-28,308000,4,No disponible,
117297,60500,2025-01-02,,4,No disponible,60
117299,60500,2025-02-11,,4,No disponible,196
117300,60500,2025-02-22,,4,No disponible,340
117301,65356,2025-08-29,,2,No disponible,384
,65356,2025-03-06,364000,2,No disponible,364
117303,65356,2025-08-03,138000,2,,276
117305,65031,2025-05-07,608000,8,,608
117306,,2025-06-05,192000,8,No disponible,64
117307,65031,,376000,8,No disponible,376
,65031,2025-03-04,88000,8,No disponible,88
117311,63265,2025-02-07,1200000,,No disponible,300
117315,63932,,,8,No disponible,-1400
,63932,2025-06-26,1400000,8,No disponible,1400
117318,63932,2025-02-15,,8,No disponible,560
117319,63932,2025-04-29,720000,8,,720
117320,63932,2025-10-15,544000,8,,544
117325,61919,2026-02-18,-297000,9,No disponible,297
117330,61919,2026-08-24,1341000,9,,1341
117334,,2025-03-04,240000,6,No disponible,
117335,61646,2026-04-07,-620000,5,No disponible,620
117336,61646,2025-08-10,1800000,5,No disponible,300
117337,61646,2025-07-01,-205000,5,No disponible,205
117338,61646,2025-11-19,410000,5,No disponible,410
117339,61646,2025-09-12,60000,5,No disponible,60
117340,61646,2025-01-25,455000,5,No disponible,455
117341,61646,2025-05-21,185000,5,No disponible,185
117342,,2025-10-29,945000,5,No disponible,945
117343,58176,2025-01-11,177000,3,No disponible,177
117344,58176,2025-01-05,,3,No disponible,363
,58176,2025-01-01,1776000,3,,444
117346,,2025-01-18,,3,No disponible,288
117347,58176,,126000,3,,126
117348,58176,2025-01-06,159000,3,No disponible,159
117349,58176,2025-01-06,477000,3,No disponible,477
117350,63293,2025-10-29,835000,5,No disponible,-835
117351,63293,2025-09-10,565000,,No disponible,565
117352,,2025-02-13,1415000,5,No disponible,-1415
117356,63293,2025-11-23,255000,5,No disponible,-255
117358,63293,2025-10-08,185000,5,,185
117360,57733,2025-01-01,,7,No disponible,455
117361,57733,2025-04-25,301000,7,No disponible,301
117362,57733,2025-01-27,497000,7,No disponible,
117363,57733,,147000,7,No disponible,147
117364,57733,2025-10-13,343000,7,No disponible,343
117365,57733,2026-05-24,189000,7,No disponible,
117366,57733,,553000,,No disponible,
117367,57733,2025-11-19,,7,No disponible,35
117368,61350,2026-05-24,,6,No disponible,
117369,61350,2025-03-11,,6,,264
117370,61350,,564000,6,No disponible,-564
117374,59048,2025-06-07,365000,5,No disponible,365
117375,59048,2025-09-22,1585000,5,No disponible,1585
117376,66133,2025-03-31,230000,2,No disponible,230
117377,66133,2025-07-20,360000,2,No disponible,
117378,66133,2025-03-30,148000,2,No disponible,74
117379,66133,2025-04-06,40000,2,No disponible,-40
117381,61227,2025-07-21,1592000,8,No disponible,1592
117382,61227,2025-11-06,3168000,8,No disponible,1056
117383,61227,2025-09-27,600000,8,No disponible,600
117384,61227,2026-01-06,544000,8,No disponible,544
117385,65772,2026-04-20,1092000,7,No disponible,1092
117386,65772,2026-09-02,413000,7,No disponible,413
117388,62452,2025-01-27,2296000,8,No disponible,-328
117392,62452,,512000,8,No disponible,512
117394,62452,2025-02-20,712000,8,No disponible,
117398,62131,2025-08-13,1029000,7,No disponible,
117399,62131,2025-02-12,,7,No disponible,875
117400,62131,2025-10-13,385000,7,No disponible,-385
117403,62131,,497000,7,No disponible,497
117410,61805,,35000,5,No disponible,35
117411,61805,,115000,5,No disponible,115
117413,61639,2025-02-03,875000,5,No disponible,875
117414,61639,,450000,5,,450
117415,61639,2025-02-18,,5,No disponible,720
117416,61639,2025-02-13,53000,5,No disponible,265
117417,65544,2025-02-27,3110000,,No disponible,3110
117443,64287,2025-06-01,760000,10,No disponible,760
117418,59821,2025-03-06,1480000,5,No disponible,1480
117419,59821,2025-02-12,1165000,5,,
117420,59821,,420000,5,No disponible,350
117421,,2025-05-05,410000,5,No disponible,410
117422,59821,2025-11-10,500000,5,No disponible,500
117423,59821,2025-05-13,110000,5,No disponible,
117424,59821,2025-09-11,270000,5,No disponible,270
117425,59821,2025-03-15,490000,,No disponible,490
